NOME;LATITUDE;LONGITUDE;AREA PROPRIEDADE;AREA TELHADO;LINKS OSM;LINKS MAPS
HOSPITAL ESTADUAL DR ALBANO DA FRANCA ROCHA SOBRINHO;-23,3392751;-46,730165;7582,258363031117;None;https://www.openstreetmap.org/#map=19/-23.3392751/-46.730165;https://www.google.com.br/maps/@/-23.3392751,-46.730165,18z
MATERNIDADE GOTA DE LEITE DE ARARAQUARA;-21,7938684;-48,1788363;809,3163889391316;809,3163889391316;https://www.openstreetmap.org/#map=19/-21.7938684/-48.1788363;https://www.google.com.br/maps/@/-21.7938684,-48.1788363,18z
HOSPITAL DALILA FERREIRA BARBOSA;-23,3923472;-46,3147257;3398,3647218865704;None;https://www.openstreetmap.org/#map=19/-23.3923472/-46.3147257;https://www.google.com.br/maps/@/-23.3923472,-46.3147257,18z
HOSPITAL E MATERNIDADE MUNICIPAL GOVERNADOR MARIO COVAS;-22,8851877;-47,1955618;10161,980299714616;None;https://www.openstreetmap.org/#map=19/-22.8851877/-47.1955618;https://www.google.com.br/maps/@/-22.8851877,-47.1955618,18z
HOSPITAL MUNICIPAL ANTONIO GIGLIO;-23,5322852;-46,7773055;6479,998341497285;2463,6156130202817;https://www.openstreetmap.org/#map=19/-23.5322852/-46.7773055;https://www.google.com.br/maps/@/-23.5322852,-46.7773055,18z
HOSPITAL REGIONAL DO LITORAL NORTE;-23,6580032;-45,4402677;24960,36499028716;6648,009012368659;https://www.openstreetmap.org/#map=19/-23.6580032/-45.4402677;https://www.google.com.br/maps/@/-23.6580032,-45.4402677,18z
COMPLEXO HOSPITALAR MUNICIPAL;-25,3419443;-54,2425661;7300,777429631232;None;https://www.openstreetmap.org/#map=19/-25.3419443/-54.2425661;https://www.google.com.br/maps/@/-25.3419443,-54.2425661,18z
HOSPITAL DR OLAVO HORNEAUX DE MOURA SAO VICENTE;-23,9499347;-46,4597761;6337,388026021671;None;https://www.openstreetmap.org/#map=19/-23.9499347/-46.4597761;https://www.google.com.br/maps/@/-23.9499347,-46.4597761,18z
HOSPITAL DE REABILITACAO DE ANOMALIAS CRANIOFACIAIS BAURU;-22,333805;-49,059927;137081,91747609698;33176,852332014496;https://www.openstreetmap.org/#map=19/-22.333805/-49.059927;https://www.google.com.br/maps/@/-22.333805,-49.059927,18z
CONJUNTO HOSPITALAR DO MANDAQUI SAO PAULO;-23,4846001;-46,6303924;85807,25178454784;16464,493345049428;https://www.openstreetmap.org/#map=19/-23.4846001/-46.6303924;https://www.google.com.br/maps/@/-23.4846001,-46.6303924,18z
HOSPITAL MUNICIPAL DE DIADEMA HMD;-23,691791;-46,5870133;1741,1747731705186;1741,1747731705186;https://www.openstreetmap.org/#map=19/-23.691791/-46.5870133;https://www.google.com.br/maps/@/-23.691791,-46.5870133,18z
CONJUNTO HOSPITALAR SOROCABA;-23,5092915;-47,4582901;2615,9609292765795;2615,9609292765795;https://www.openstreetmap.org/#map=19/-23.5092915/-47.4582901;https://www.google.com.br/maps/@/-23.5092915,-47.4582901,18z
COMPLEXO HOSPITALAR DOS ESTIVADORES;-23,9514129;-46,322084;1724,111020245224;1724,111020245224;https://www.openstreetmap.org/#map=19/-23.9514129/-46.322084;https://www.google.com.br/maps/@/-23.9514129,-46.322084,18z
HOSPITAL MUNICIPAL SOROCABANA;-23,5242624;-46,7014101;13654,441419026374;3666,8601053487682;https://www.openstreetmap.org/#map=19/-23.5242624/-46.7014101;https://www.google.com.br/maps/@/-23.5242624,-46.7014101,18z
UNIDADE DE GESTAO ASSISTENCIAL II HOSPITAL IPIRANGA SP;-23,5843411;-46,6115764;8745,82676931662;4314,368255563923;https://www.openstreetmap.org/#map=19/-23.5843411/-46.6115764;https://www.google.com.br/maps/@/-23.5843411,-46.6115764,18z
HOSPITAL E MATERNIDADE MUNICIPAL SANTA ANA;-23,4424474;-46,925027;5419,68342792525;None;https://www.openstreetmap.org/#map=19/-23.4424474/-46.925027;https://www.google.com.br/maps/@/-23.4424474,-46.925027,18z
HOSPITAL MUNICIPAL DA CRIANCA E DO ADOLESCENTE HMCA;-23,4668962;-46,532249;2982,477345004872;None;https://www.openstreetmap.org/#map=19/-23.4668962/-46.532249;https://www.google.com.br/maps/@/-23.4668962,-46.532249,18z
HOSP MUN DR BENEDICTO MONTENEGRO;-23,588119;-46,5143153;16038,436762882275;None;https://www.openstreetmap.org/#map=19/-23.588119/-46.5143153;https://www.google.com.br/maps/@/-23.588119,-46.5143153,18z
HOSPITAL MUNICIPAL DE ITAPIRA;-22,4317804;-46,8268682;3260,863689332739;None;https://www.openstreetmap.org/#map=19/-22.4317804/-46.8268682;https://www.google.com.br/maps/@/-22.4317804,-46.8268682,18z
HOSPITAL MUNICIPAL DE VOTORANTIM;-23,5445016;-47,4495676;2306,107054849183;None;https://www.openstreetmap.org/#map=19/-23.5445016/-47.4495676;https://www.google.com.br/maps/@/-23.5445016,-47.4495676,18z
HOSPITAL REGIONAL JORGE ROSSMANN DE ITANHAEM;-24,1807027;-46,7836782;3409,8234401159893;1780,1580557672387;https://www.openstreetmap.org/#map=19/-24.1807027/-46.7836782;https://www.google.com.br/maps/@/-24.1807027,-46.7836782,18z
HOSPITAL MUNICIPAL DE CONCHAS;-23,0181824;-48,0114406;13551,976780066976;2849,0801977427586;https://www.openstreetmap.org/#map=19/-23.0181824/-48.0114406;https://www.google.com.br/maps/@/-23.0181824,-48.0114406,18z
HOSPITAL MUNICIPAL GUARAPIRANGA;-23,7060399;-46,7419224;18211,477975814672;4613,557839120847;https://www.openstreetmap.org/#map=19/-23.7060399/-46.7419224;https://www.google.com.br/maps/@/-23.7060399,-46.7419224,18z
HOSPITAL DE CAMPANHA COVID 19 ARARAQUARA;-21,8108806;-48,1770414;None;2647,1690001313127;https://www.openstreetmap.org/#map=19/-21.8108806/-48.1770414;https://www.google.com.br/maps/@/-21.8108806,-48.1770414,18z
HOSPITAL DE CAMPANHA COVID 19 HOSPITAL ANCHIETA;-15,8238088;-48,0669087;13165,515519963823;3261,3546434272084;https://www.openstreetmap.org/#map=19/-15.8238088/-48.0669087;https://www.google.com.br/maps/@/-15.8238088,-48.0669087,18z
CENTRO HOSPITALAR DO SISTEMA PENITENCIARIO SAO PAULO;-23,5086988;-46,6194592;26744,249697585023;10343,62857759407;https://www.openstreetmap.org/#map=19/-23.5086988/-46.6194592;https://www.google.com.br/maps/@/-23.5086988,-46.6194592,18z
HOSPITAL ENF ANTONIO POLICARPO DE OLIVEIRA;-23,4117193;-46,8250973;9130,489527512522;None;https://www.openstreetmap.org/#map=19/-23.4117193/-46.8250973;https://www.google.com.br/maps/@/-23.4117193,-46.8250973,18z
HOSPITAL GERAL DE CARAPICUIBA;-23,5340765;-46,830433;4763,2000420395625;None;https://www.openstreetmap.org/#map=19/-23.5340765/-46.830433;https://www.google.com.br/maps/@/-23.5340765,-46.830433,18z
HOSPITAL ESTADUAL DE DIADEMA HOSPITAL SERRARIA;-23,706527;-46,6088;22890,509602583228;None;https://www.openstreetmap.org/#map=19/-23.706527/-46.6088;https://www.google.com.br/maps/@/-23.706527,-46.6088,18z
HOSPITAL MUNICIPAL UNIVERSITARIO DE TAUBATE;-23,0215727;-45,5563493;18911,205301363898;8527,538734195356;https://www.openstreetmap.org/#map=19/-23.0215727/-45.5563493;https://www.google.com.br/maps/@/-23.0215727,-45.5563493,18z
HOSPITAL DE TRANSP DO EST DE SP EURYCLIDES DE JESUS ZERBINI;-23,5423452;-46,3195298;24041,22817491074;554,6105161152221;https://www.openstreetmap.org/#map=19/-23.5423452/-46.3195298;https://www.google.com.br/maps/@/-23.5423452,-46.3195298,18z
HOSPITAL DE CLINICAS CAMPO LIMPO PAULISTA;-23,2091054;-46,7725541;9102,664842126274;None;https://www.openstreetmap.org/#map=19/-23.2091054/-46.7725541;https://www.google.com.br/maps/@/-23.2091054,-46.7725541,18z
HOSPITAL GERAL DE SAO MATEUS SAO PAULO;-23,5944235;-46,4871575;10368,418245760917;2204,4591936850834;https://www.openstreetmap.org/#map=19/-23.5944235/-46.4871575;https://www.google.com.br/maps/@/-23.5944235,-46.4871575,18z
SANTA CASA DE ITU;-23,2704814;-47,2952924;19546,385887785258;6717,018541372014;https://www.openstreetmap.org/#map=19/-23.2704814/-47.2952924;https://www.google.com.br/maps/@/-23.2704814,-47.2952924,18z
HOSPITAL E MATERNIDADE SAO LUCAS;-23,70571;-46,415479;2422,822277450396;87,21441635417304;https://www.openstreetmap.org/#map=19/-23.70571/-46.415479;https://www.google.com.br/maps/@/-23.70571,-46.415479,18z
HOSPITAL MUNICIPAL DE PAULINIA;-22,7697161;-47,1494645;4021,996744616256;None;https://www.openstreetmap.org/#map=19/-22.7697161/-47.1494645;https://www.google.com.br/maps/@/-22.7697161,-47.1494645,18z
CENTRO HOSPITALAR DE SANTO ANDRE DR NEWTON DA COSTA BRANDAO;-23,6654448;-46,5275266;10636,808803617547;1610,2029651177365;https://www.openstreetmap.org/#map=19/-23.6654448/-46.5275266;https://www.google.com.br/maps/@/-23.6654448,-46.5275266,18z
HOSPITAL MUNICIPAL DR TABAJARA RAMOS;-22,3785837;-46,9410878;10322,087652587295;None;https://www.openstreetmap.org/#map=19/-22.3785837/-46.9410878;https://www.google.com.br/maps/@/-22.3785837,-46.9410878,18z
INSTITUTO DO CANCER DO ESTADO DE SAO PAULO;-23,5560378;-46,6681363;296838,3795251025;72937,86670776877;https://www.openstreetmap.org/#map=19/-23.5560378/-46.6681363;https://www.google.com.br/maps/@/-23.5560378,-46.6681363,18z
HOSPITAL DE CLINICAS DR RADAMES NARDINI;-23,6726807;-46,4503833;5919,4970280916;2991,70672749059;https://www.openstreetmap.org/#map=19/-23.6726807/-46.4503833;https://www.google.com.br/maps/@/-23.6726807,-46.4503833,18z
HOSPITAL DE URGENCIA;-31,4128309;-64,1759371;6392,548500171924;4918,79897622487;https://www.openstreetmap.org/#map=19/-31.4128309/-64.1759371;https://www.google.com.br/maps/@/-31.4128309,-64.1759371,18z
HOSPITAL ANCHIETA;-15,8238088;-48,0669087;13165,515519963823;3261,3546434272084;https://www.openstreetmap.org/#map=19/-15.8238088/-48.0669087;https://www.google.com.br/maps/@/-15.8238088,-48.0669087,18z
HOSP MUN DR CARMINO CARICCHIO;-23,5331594;-46,5663499;11308,385781068855;8142,920762756329;https://www.openstreetmap.org/#map=19/-23.5331594/-46.5663499;https://www.google.com.br/maps/@/-23.5331594,-46.5663499,18z
HOSPITAL MUNICIPAL CAPELA DO SOCORRO;-23,5844809;-46,7388583;4570,1191602117515;914,7498025066196;https://www.openstreetmap.org/#map=19/-23.5844809/-46.7388583;https://www.google.com.br/maps/@/-23.5844809,-46.7388583,18z
HOSP MUN PROF DR WALDOMIRO DE PAULA;-23,5310929;-46,4445184;9927,210924042338;5169,96656366794;https://www.openstreetmap.org/#map=19/-23.5310929/-46.4445184;https://www.google.com.br/maps/@/-23.5310929,-46.4445184,18z
HOSPITAL ESTADUAL SUMARE;-22,816655;-47,2416309;7909,900164900966;None;https://www.openstreetmap.org/#map=19/-22.816655/-47.2416309;https://www.google.com.br/maps/@/-22.816655,-47.2416309,18z
HOSPITAL GERAL DE ITAQUAQUECETUBA;-23,4723131;-46,3454386;5901,285825691806;None;https://www.openstreetmap.org/#map=19/-23.4723131/-46.3454386;https://www.google.com.br/maps/@/-23.4723131,-46.3454386,18z
HOSPITAL REGIONAL DR VIVALDO MARTINS SIMOES OSASCO;-23,524854;-46,7717743;10472,14313966298;5955,247352924652;https://www.openstreetmap.org/#map=19/-23.524854/-46.7717743;https://www.google.com.br/maps/@/-23.524854,-46.7717743,18z
HOSPITAL GERAL DE VILA PENTEADO DR JOSE PANGELLA SAO PAULO;-23,485263;-46,6951351;24951,679777368525;7993,024816744474;https://www.openstreetmap.org/#map=19/-23.485263/-46.6951351;https://www.google.com.br/maps/@/-23.485263,-46.6951351,18z
HOSPITAL ESTADUAL BAURU;-22,338597;-49,0280905;62863,72976505719;9700,73654843585;https://www.openstreetmap.org/#map=19/-22.338597/-49.0280905;https://www.google.com.br/maps/@/-22.338597,-49.0280905,18z
COMPLEXO HOSPITALAR IRMA DULCE O S S;-24,0047055;-46,4188652;17274,936600615536;None;https://www.openstreetmap.org/#map=19/-24.0047055/-46.4188652;https://www.google.com.br/maps/@/-24.0047055,-46.4188652,18z
HOSPITAL E MATERNIDADE LEONOR MENDES DE BARROS SAO PAULO;-23,535934;-46,588712;19956,661177510436;6705,89390695913;https://www.openstreetmap.org/#map=19/-23.535934/-46.588712;https://www.google.com.br/maps/@/-23.535934,-46.588712,18z
HOSPITAL ESTADUAL DE VILA ALPINA ORG SOCIAL SECONCI SAO PAUL;-23,5929081;-46,5607168;18998,444453398955;5386,302417238329;https://www.openstreetmap.org/#map=19/-23.5929081/-46.5607168;https://www.google.com.br/maps/@/-23.5929081,-46.5607168,18z
HOSPITAL REGIONAL SUL SAO PAULO;-23,6554039;-46,7058112;2332,7289995531623;None;https://www.openstreetmap.org/#map=19/-23.6554039/-46.7058112;https://www.google.com.br/maps/@/-23.6554039,-46.7058112,18z
HOSPITAL REGIONAL DE ASSIS;-22,6601936;-50,4101121;3125,633781914881;3125,633781914881;https://www.openstreetmap.org/#map=19/-22.6601936/-50.4101121;https://www.google.com.br/maps/@/-22.6601936,-50.4101121,18z
HOSPITAL MUNICIPAL WALTER FERRARI;-22,7026202;-46,9953435;10619,071447045468;4901,926076153358;https://www.openstreetmap.org/#map=19/-22.7026202/-46.9953435;https://www.google.com.br/maps/@/-22.7026202,-46.9953435,18z
UNIDADE HOSPITALAR BUTANTA;-23,5634872;-46,7210095;4404677,521635935;26248,172205943712;https://www.openstreetmap.org/#map=19/-23.5634872/-46.7210095;https://www.google.com.br/maps/@/-23.5634872,-46.7210095,18z
CENTRO DE REFERENCIA DA SAUDE DA MULHER SAO PAULO;-23,4840344;-46,6309028;85807,25178454784;16464,493345049428;https://www.openstreetmap.org/#map=19/-23.4840344/-46.6309028;https://www.google.com.br/maps/@/-23.4840344,-46.6309028,18z
HOSPITAL GERAL JESUS TEIXEIRA DA COSTA GUAIANASES SAO PAULO;-23,5525245;-46,4051442;34945,90587600353;4910,065107817714;https://www.openstreetmap.org/#map=19/-23.5525245/-46.4051442;https://www.google.com.br/maps/@/-23.5525245,-46.4051442,18z
HOSPITAL INFANTIL CANDIDO FONTOURA SAO PAULO;-23,5519615;-46,5851953;12160,89882877496;7603,950082030239;https://www.openstreetmap.org/#map=19/-23.5519615/-46.5851953;https://www.google.com.br/maps/@/-23.5519615,-46.5851953,18z
HOSPITAL NESTOR GOULART REIS AMERICO BRASILIENSE;-21,7401452;-48,1216976;122200,68453588853;14833,543746877498;https://www.openstreetmap.org/#map=19/-21.7401452/-48.1216976;https://www.google.com.br/maps/@/-21.7401452,-48.1216976,18z
HOSP MUN V NHOCUNE ALEXANDRE ZAIO;-23,5430237;-46,5022609;16961,025285003834;901,2259514017627;https://www.openstreetmap.org/#map=19/-23.5430237/-46.5022609;https://www.google.com.br/maps/@/-23.5430237,-46.5022609,18z
HOSPITAL MUNICIPAL SANTO ANTONIO;-27,0953166;-48,624438;1545,499484979972;1545,499484979972;https://www.openstreetmap.org/#map=19/-27.0953166/-48.624438;https://www.google.com.br/maps/@/-27.0953166,-48.624438,18z
CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO;-23,5967339;-46,6358568;1977,2022075141085;1327,6058511002611;https://www.openstreetmap.org/#map=19/-23.5967339/-46.6358568;https://www.google.com.br/maps/@/-23.5967339,-46.6358568,18z
HOSPITAL REGIONAL DE COTIA;-23,6089653;-46,9205267;19584,39698781017;None;https://www.openstreetmap.org/#map=19/-23.6089653/-46.9205267;https://www.google.com.br/maps/@/-23.6089653,-46.9205267,18z
QUARTEIRAO DA SAUDE;-23,6860757;-46,617227;6345,772199622738;None;https://www.openstreetmap.org/#map=19/-23.6860757/-46.617227;https://www.google.com.br/maps/@/-23.6860757,-46.617227,18z
HOSPITAL DE CAMPANHA COVID 19 UPA ZONA LESTE;-23,9715459;-46,3019268;1229,7983420923708;None;https://www.openstreetmap.org/#map=19/-23.9715459/-46.3019268;https://www.google.com.br/maps/@/-23.9715459,-46.3019268,18z
COMPLEXO HOSPITALAR MUNICIPAL SOROCABANA;-23,5242624;-46,7014101;13654,441419026374;3666,8601053487682;https://www.openstreetmap.org/#map=19/-23.5242624/-46.7014101;https://www.google.com.br/maps/@/-23.5242624,-46.7014101,18z
UPH ZONA NORTE UNIDADE DE ATENDIMENTO DE SINDROME GRIPAL;-23,4836671;-47,4720764;1475,77143931568;1475,77143931568;https://www.openstreetmap.org/#map=19/-23.4836671/-47.4720764;https://www.google.com.br/maps/@/-23.4836671,-47.4720764,18z
UPH ZONA LESTE UNIDADE DE ATENDIMENTO DE SINDROME GRIPAL;-23,5133012;-47,4299591;1155,140117724246;1155,140117724246;https://www.openstreetmap.org/#map=19/-23.5133012/-47.4299591;https://www.google.com.br/maps/@/-23.5133012,-47.4299591,18z
